# COG	func	name
COG4905	S	Uncharacterized membrane protein
COG4906	S	Uncharacterized membrane protein
COG4907	S	Uncharacterized membrane protein
COG4908	R	Uncharacterized protein, contains a NRPS condensation (elongation) domain
COG4909	Q	Propanediol dehydratase, large subunit
COG4910	Q	Propanediol dehydratase, small subunit
COG4911	S	Uncharacterized protein
COG4912	L	3-methyladenine DNA glycosylase AlkD
COG4913	S	Uncharacterized protein YPO0396
COG4914	R	Predicted nucleotidyltransferase
COG4915	QR	5-bromo-4-chloroindolyl phosphate hydrolysis protein
COG4916	S	Uncharacterized protein
COG4917	E	Ethanolamine utilization protein EutP, contains a P-loop NTPase domain
COG4918	S	Uncharacterized protein YqkB
COG4919	J	Ribosomal protein S30
COG4920	S	Uncharacterized membrane protein
COG4921	S	Uncharacterized protein
COG4922	R	Predicted SnoaL-like aldol condensation-catalyzing enzyme
COG4923	R	Predicted nuclease (RNAse H fold)
COG4924	S	Uncharacterized protein
COG4925	S	Uncharacterized protein
COG4926	X	Phage-related protein
COG4927	R	Predicted choloylglycine hydrolase
COG4928	R	Predicted P-loop ATPase, KAP-like
COG4929	S	Uncharacterized membrane-anchored protein
COG4930	O	Predicted ATP-dependent Lon-type protease
COG4932	S	Uncharacterized surface anchored protein
COG4933	K	Predicted transcriptional regulator, contains an HTH and PUA-like domains
COG4934	O	Serine protease, subtilase family
COG4935	O	Regulatory P domain of the subtilisin-like proprotein convertases and other proteases
COG4936	T	Ligand-binding sensor domain
COG4937	J	Ferredoxin-fold anticodon binding domain
COG4938	R	Predicted ATPase
COG4939	S	Major membrane immunogen, membrane-anchored lipoprotein
COG4940	X	Competence protein ComGF
COG4941	K	Predicted RNA polymerase sigma factor, contains C-terminal TPR domain
COG4942	D	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB
COG4943	T	Environmental sensor c-di-GMP phosphodiesterase, contains periplasmic CSS-motif sensor and cytoplasmic EAL domain
COG4944	S	Uncharacterized protein
COG4945	GT	Carbohydrate-binding DOMON domain
COG4946	S	Uncharacterized N-terminal domain of tricorn protease
COG4947	R	Esterase/lipase superfamily enzyme
COG4948	MR	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily
COG4949	S	Uncharacterized membrane-anchored protein
COG4950	S	N-terminal domain of uncharacterized protein YciW (function unknown)
COG4951	S	Uncharacterized protein
COG4952	M	L-rhamnose isomerase
COG4953	M	Membrane carboxypeptidase/penicillin-binding protein PbpC
COG4954	S	Uncharacterized protein
COG4955	S	Uncharacterized protein YpbB
COG4956	R	Uncharacterized conserved protein YacL, contains PIN and TRAM domains
COG4957	K	Predicted transcriptional regulator
COG4959	OU	Type IV secretory pathway, protease TraF
COG4960	OT	Flp pilus assembly protein, protease CpaA
COG4961	UW	Flp pilus assembly protein TadG
COG4962	UW	Pilus assembly protein, ATPase of CpaF family
COG4963	UW	Flp pilus assembly protein, ATPase CpaE
COG4964	UW	Flp pilus assembly protein, secretin CpaC
COG4965	UW	Flp pilus assembly protein TadB
COG4966	NW	Tfp pilus assembly protein PilW
COG4967	NW	Tfp pilus assembly protein PilV
COG4968	NW	Tfp pilus assembly protein PilE
COG4969	NW	Tfp pilus assembly protein, major pilin PilA
COG4970	NW	Tfp pilus assembly protein FimT
COG4972	NW	Tfp pilus assembly protein, ATPase PilM
COG4973	L	Site-specific recombinase XerC
COG4974	L	Site-specific recombinase XerD
COG4975	G	Glucose uptake protein GlcU
COG4976	R	Predicted methyltransferase, contains TPR repeat
COG4977	K	Transcriptional regulator GlxA family, contains an amidase domain and an AraC-type DNA-binding HTH domain
COG4978	T	Bacterial effector-binding domain
COG4980	R	Gas vesicle protein
COG4981	I	Enoyl reductase domain of yeast-type FAS1
COG4982	I	3-oxoacyl-ACP reductase domain of yeast-type FAS1
COG4983	S	Uncharacterized protein, contains Primase-polymerase (Primpol) domain
COG4984	S	Uncharacterized membrane protein
COG4985	P	ABC-type phosphate transport system, auxiliary component
COG4986	P	ABC-type anion transport system, duplicated permease component
COG4987	CO	ABC-type transport system involved in cytochrome bd biosynthesis, fused ATPase and permease components
COG4988	CO	ABC-type transport system involved in cytochrome bd biosynthesis, ATPase and permease components
COG4989	R	Predicted oxidoreductase
COG4990	S	Uncharacterized protein YvpB
COG4991	S	Uncharacterized conserved protein YraI
COG4992	E	Acetylornithine/succinyldiaminopimelate/putrescine aminotransferase
COG4993	G	Glucose dehydrogenase
COG4994	S	Uncharacterized protein
COG4995	S	Uncharacterized conserved protein, contains CHAT domain
COG4996	R	Predicted phosphatase
COG4997	R	Predicted house-cleaning noncanonical NTP pyrophosphatase, all-alpha NTP-PPase (MazG) superfamily
COG4998	L	Predicted endonuclease, RecB family
COG4999	T	Uncharacterized domain of BarA-like signal transduction histidine kinase
COG5000	T	Signal transduction histidine kinase involved in nitrogen fixation and metabolism regulation
COG5001	T	Predicted signal transduction protein containing a membrane domain, an EAL and a GGDEF domain
COG5002	T	Signal transduction histidine kinase
COG5003	X	Mu-like prophage protein gp37
COG5004	X	P2-like prophage tail protein X
COG5005	X	Mu-like prophage protein gpG
COG5006	E	Threonine/homoserine efflux transporter RhtA
COG5007	T	Acid stress-induced BolA-like protein IbaG/YrbA, predicted regulator of iron metabolism
COG5008	NW	Tfp pilus assembly protein, ATPase PilU
COG5009	M	Membrane carboxypeptidase/penicillin-binding protein
COG5010	UW	Flp pilus assembly protein TadD, contains TPR repeats
COG5011	S	Uncharacterized conserved protein, DUF2344 family
COG5012	C	Methanogenic corrinoid protein MtbC1
COG5013	CP	Nitrate reductase alpha subunit
COG5014	R	Uncharacterized Fe-S cluster-containing protein, radical SAM superfamily
COG5015	S	Uncharacterized protein, pyridoxamine 5'-phosphate oxidase (PNPOx-like) family
COG5016	C	Pyruvate/oxaloacetate carboxyltransferase
COG5017	G	UDP-N-acetylglucosamine transferase subunit ALG13
COG5018	R	Inhibitor of the KinA pathway to sporulation, predicted exonuclease
COG5019	DZ	Septin family protein
COG5022	R	Myosin heavy chain
COG5026	G	Hexokinase
COG5029	OI	Prenyltransferase, beta subunit
COG5031	H	Ubiquinone biosynthesis protein Coq4
COG5032	T	Phosphatidylinositol kinase or protein kinase, PI-3  family
COG5033	K	Transcription initiation factor IIF, auxiliary subunit
COG5036	PU	SPX domain-containing protein involved in vacuolar polyphosphate accumulation
COG5038	R	Ca2+-dependent lipid-binding protein, contains C2 domain
COG5039	GM	Exopolysaccharide biosynthesis protein EpsI, predicted pyruvyl transferase
COG5042	F	Purine nucleoside permease
COG5044	O	RAB proteins geranylgeranyltransferase component A (RAB escort protein)
COG5048	R	FOG: Zn-finger
COG5049	L	5'-3' exonuclease
COG5055	L	Recombination DNA repair protein (RAD52 pathway)
COG5074	U	t-SNARE complex subunit, syntaxin
COG5078	O	Ubiquitin-protein ligase
COG5083	I	Phosphatidate phosphatase PAH1, contains Lipin and LNS2 domains. can be involved in plasmid maintenance
COG5096	U	Vesicle coat complex, various subunits
COG5108	K	Mitochondrial DNA-directed RNA polymerase
COG5119	R	Uncharacterized protein, contains ParB-like nuclease domain
COG5126	T	Ca2+-binding protein, EF-hand superfamily
COG5135	S	Uncharacterized protein
COG5146	H	Pantothenate kinase
COG5153	U	Putative lipase essential for disintegration of autophagic bodies inside the vacuole
COG5160	O	Protease, Ulp1 family
COG5164	K	Transcription elongation factor
COG5180	A	PAB1-binding protein PBP1, interacts with poly(A)-binding protein
COG5183	O	E3 ubiquitin-protein ligase DOA10
COG5184	DZ	Alpha-tubulin suppressor and related RCC1 domain-containing proteins
COG5185	D	Protein involved in chromosome segregation, interacts with SMC proteins
COG5186	A	Poly(A) polymerase Pap1
COG5190	K	TFIIF-interacting CTD phosphatase, includes NLI-interacting factor
COG5206	O	Glycosylphosphatidylinositol transamidase (GPIT), subunit GPI8
COG5207	R	Uncharacterized Zn-finger protein, UBP-type
COG5212	T	cAMP phosphodiesterase
COG5238	TA	Ran GTPase-activating protein (RanGAP) involved in mRNA processing and transport
COG5239	A	mRNA deadenylase, 3'-5' endonuclease subunit Ccr4
COG5244	D	Dynactin complex subunit involved in mitotic spindle partitioning in anaphase B
COG5255	S	Uncharacterized protein
COG5256	J	Translation elongation factor EF-1alpha (GTPase)
COG5257	J	Translation initiation factor 2, gamma subunit (eIF-2gamma; GTPase)
COG5258	R	GTPase
COG5260	L	DNA polymerase sigma
COG5263	G	Glucan-binding domain (YG repeat)
COG5265	O	ABC-type transport system involved in Fe-S cluster assembly, permease and ATPase components
COG5266	R	Uncharacterized conserved protein, contains GH25 family domain
COG5267	S	Uncharacterized conserved protein, DUF1800 family
COG5268	U	Type IV secretory pathway, TrbD component
COG5270	J	PUA domain (predicted RNA-binding domain)
COG5271	J	Midasin, AAA ATPase with  vWA domain, involved in ribosome maturation
COG5272	O	Ubiquitin
COG5274	CI	Cytochrome b involved in lipid metabolism
COG5275	R	BRCT domain type II
COG5276	S	Uncharacterized conserved protein
COG5277	Z	Actin-related protein
COG5278	T	Extracellular (periplasmic) sensor domain CHASE3 (specificity unknown)
COG5279	D	Cytokinesis protein 3, contains TGc (transglutaminase/protease-like) domain
COG5280	X	Phage-related minor tail protein
COG5281	X	Phage-related minor tail protein
COG5282	S	Uncharacterized conserved protein, DUF2342 family
COG5283	X	Phage-related tail protein
COG5285	Q	Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family
COG5293	S	Uncharacterized protein YydD, contains DUF2326 domain
COG5294	S	Uncharacterized protein YxeA
COG5295	UW	Autotransporter adhesin
COG5297	G	Cellulase/cellobiase CelA1
COG5298	S	Uncharacterized protein YdaL
COG5301	X	Phage-related tail fibre protein
COG5302	X	Post-segregation antitoxin (ccd killing mechanism protein) encoded by the F plasmid
COG5304	K	Predicted DNA binding protein, CopG/RHH family
COG5305	S	Uncharacterized membrane protein
COG5306	S	Uncharacterized protein
COG5307	R	Guanine-nucleotide exchange factor, contains Sec7 domain
COG5309	G	Exo-beta-1,3-glucanase,  GH17 family
COG5310	Q	Homospermidine synthase
COG5314	X	Conjugal transfer/entry exclusion protein
COG5316	S	Uncharacterized protein
COG5317	S	Uncharacterized protein
COG5319	S	Uncharacterized protein
COG5321	S	Uncharacterized protein
COG5322	R	Predicted amino acid dehydrogenase
COG5323	X	Large terminase phage packaging protein
COG5324	J	tRNA splicing ligase
COG5328	S	Uncharacterized protein, UPF0262 family
COG5330	S	Uncharacterized conserved protein, DUF2336 family
COG5331	S	Uncharacterized protein
COG5336	C	FoF1-type ATP synthase assembly protein I
COG5337	M	Spore coat protein CotH
COG5338	S	Uncharacterized protein
COG5339	S	Uncharacterized conserved protein YdgA, DUF945 family
COG5340	V	Transcriptional regulator, predicted component of viral defense system
COG5341	S	Uncharacterized protein
COG5342	R	Invasion protein IalB, involved in pathogenesis
COG5343	T	Anti-sigma-K factor RskA
COG5345	S	Uncharacterized protein
COG5346	S	Uncharacterized membrane protein
COG5349	S	Uncharacterized conserved protein, DUF983 family
COG5350	R	Predicted protein tyrosine phosphatase
COG5351	S	Uncharacterized protein
COG5352	S	Uncharacterized protein
COG5353	S	Uncharacterized protein YpmB
COG5354	R	Uncharacterized protein, contains Trp-Asp (WD) repeat
COG5360	S	Uncharacterized conserved protein, heparinase superfamily
COG5361	X	Uncharacterized conserved protein
COG5362	X	Phage terminase large subunit
COG5368	S	Uncharacterized protein
COG5371	F	Golgi nucleoside diphosphatase
COG5373	S	Uncharacterized membrane protein
COG5375	S	Uncharacterized protein
COG5377	X	Phage-related protein, predicted endonuclease
COG5378	R	Predicted nucleic acid-binding protein, contains PIN domain
COG5379	I	S-adenosylmethionine:diacylglycerol 3-amino-3-carboxypropyl transferase
COG5380	O	Lipase chaperone LimK
COG5381	S	Uncharacterized protein
COG5383	R	Uncharacterized metalloenzyme YdcJ, glyoxalase superfamily
COG5384	J	U3 small nucleolar ribonucleoprotein component
COG5385	S	Uncharacterized protein
COG5386	P	Heme-binding NEAT domain
COG5387	O	Chaperone required for the assembly of the mitochondrial F1-ATPase
COG5388	S	Uncharacterized protein
COG5389	S	Uncharacterized protein
COG5393	S	Uncharacterized membrane protein YqjE
COG5394	QT	Polyhydroxyalkanoate (PHA) synthesis regulator protein, binds DNA and PHA
COG5395	S	Uncharacterized membrane protein
COG5397	S	Uncharacterized protein
COG5398	H	Heme oxygenase
COG5399	S	Uncharacterized protein
COG5400	S	Uncharacterized protein
COG5401	D	Spore germination protein GerM
COG5402	S	Uncharacterized protein
COG5403	S	Uncharacterized protein
COG5404	D	Cell division inhibitor SulA, prevents FtsZ ring assembly
COG5405	O	ATP-dependent protease HslVU (ClpYQ), peptidase subunit
COG5406	KLB	Nucleosome binding factor SPN, SPT16 subunit
COG5407	U	Preprotein translocase subunit Sec63
COG5410	S	Uncharacterized protein
COG5412	X	Phage-related protein
COG5413	S	Uncharacterized integral membrane protein
COG5414	K	TATA-binding protein-associated factor Taf7, part of the TFIID transcription initiation complex
COG5416	S	Uncharacterized integral membrane protein
COG5417	S	Uncharacterized ubiquitin-like protein YukD
COG5418	S	Predicted secreted protein
COG5419	S	Uncharacterized protein
COG5420	S	Uncharacterized protein
COG5421	X	Transposase
COG5423	S	Predicted metal-binding protein
COG5424	H	Pyrroloquinoline quinone (PQQ) biosynthesis protein C
COG5425	S	Usg protein (tryptophan operon, function unknown)
COG5426	S	Uncharacterized membrane protein
COG5427	S	Uncharacterized membrane protein
COG5428	S	Uncharacterized protein YuzE
COG5429	S	Uncharacterized protein
COG5430	S	Spore coat protein U (SCPU) domain, function unknown
COG5431	R	Predicted nucleic acid-binding protein, contains Zn-finger domain
COG5433	X	Predicted transposase YbfD/YdcC associated with H repeats
COG5434	G	Polygalacturonase
COG5435	S	Uncharacterized protein
COG5436	S	Uncharacterized membrane protein
COG5437	S	Predicted secreted protein
COG5438	S	Uncharacterized membrane protein
COG5439	S	Uncharacterized protein
COG5440	S	Uncharacterized protein
COG5441	S	Uncharacterized protein, UPF0261 family
COG5442	N	Flagellar biosynthesis regulator FlaF
COG5443	N	Flagellar biosynthesis regulator FlbT
COG5444	V	Predicted ribonuclease, toxin component of the YeeF-YezG toxin-antitoxin module
COG5445	S	Uncharacterized conserved protein YfaQ, DUF2300 domain
COG5446	R	Uncharacterized membrane protein, predicted cobalt tansporter CbtA
COG5447	S	Uncharacterized protein
COG5448	S	Uncharacterized protein
COG5449	S	Uncharacterized protein
COG5450	K	Transcription regulator of the Arc/MetJ class
COG5451	S	Predicted secreted protein
COG5452	S	Uncharacterized protein
COG5453	S	Uncharacterized protein
COG5454	S	Predicted secreted protein
COG5455	P	Periplasmic regulator RcnB of Ni and Co efflux
COG5456	P	Nitrogen fixation protein FixH
COG5457	S	Uncharacterized conserved protein YjiS, DUF1127 family
COG5458	S	Uncharacterized protein
COG5459	J	Ribosomal protein RSM22 (predicted mitochondrial rRNA methylase)
COG5460	S	Uncharacterized conserved protein, DUF2164 family
COG5461	W	Type IV pilus biogenesis protein CpaD/CtpE
COG5462	S	Predicted secreted (periplasmic) protein
COG5463	S	Uncharacterized conserved protein YgiB, involved in bioifilm formation, UPF0441/DUF1190 family
COG5464	L	Predicted transposase YdaD
COG5465	S	Uncharacterized protein
COG5466	S	Predicted small metal-binding protein
COG5467	S	Uncharacterized protein
COG5468	S	Predicted secreted (periplasmic) protein
COG5469	S	Predicted metal-binding protein
